run_id,site,completion_segment,field_count,fraction
5da56bd5-c76b-43ca-8fb2-1ec02e3fc50f,notre-dame-crc,measured_correctly,26,0.38235294117647056
5da56bd5-c76b-43ca-8fb2-1ec02e3fc50f,notre-dame-crc,recovered_documentation,7,0.10294117647058823
5da56bd5-c76b-43ca-8fb2-1ec02e3fc50f,notre-dame-crc,recovered_pilot,6,0.08823529411764706
60a2a355-4a39-474b-a3c3-51b3fc99efa3,stampede3,correct_abstention,29,0.18238993710691823
60a2a355-4a39-474b-a3c3-51b3fc99efa3,stampede3,error_or_unresolved,12,0.07547169811320754
60a2a355-4a39-474b-a3c3-51b3fc99efa3,stampede3,measured_correctly,47,0.29559748427672955
60a2a355-4a39-474b-a3c3-51b3fc99efa3,stampede3,recovered_documentation,69,0.4339622641509434
60a2a355-4a39-474b-a3c3-51b3fc99efa3,stampede3,recovered_pilot,2,0.012578616352201259
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,correct_abstention,29,0.18238993710691823
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,error_or_unresolved,10,0.06289308176100629
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,measured_correctly,47,0.29559748427672955
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,recovered_documentation,65,0.4088050314465409
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,recovered_pilot,8,0.050314465408805034
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,correct_abstention,4,0.058823529411764705
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,measured_correctly,26,0.38235294117647056
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,recovered_documentation,17,0.25
6e071ad1-ecc3-4761-b6d3-7861fcf4e2f1,notre-dame-crc,recovered_pilot,7,0.10294117647058823
6e9757ef-9ce3-4b63-866f-c306f0ed9e0d,anvil,correct_abstention,31,0.2108843537414966
6e9757ef-9ce3-4b63-866f-c306f0ed9e0d,anvil,error_or_unresolved,13,0.08843537414965986
6e9757ef-9ce3-4b63-866f-c306f0ed9e0d,anvil,measured_correctly,55,0.3741496598639456
6e9757ef-9ce3-4b63-866f-c306f0ed9e0d,anvil,recovered_documentation,35,0.23809523809523808
6e9757ef-9ce3-4b63-866f-c306f0ed9e0d,anvil,recovered_pilot,13,0.08843537414965986
6ffc566b-f34d-45bc-9a64-81c097302bda,notre-dame-crc,correct_abstention,4,0.058823529411764705
6ffc566b-f34d-45bc-9a64-81c097302bda,notre-dame-crc,error_or_unresolved,11,0.16176470588235295
6ffc566b-f34d-45bc-9a64-81c097302bda,notre-dame-crc,measured_correctly,26,0.38235294117647056
6ffc566b-f34d-45bc-9a64-81c097302bda,notre-dame-crc,recovered_documentation,21,0.3088235294117647
6ffc566b-f34d-45bc-9a64-81c097302bda,notre-dame-crc,recovered_pilot,6,0.08823529411764706
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,correct_abstention,3,0.04411764705882353
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,error_or_unresolved,15,0.22058823529411764
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,measured_correctly,26,0.38235294117647056
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,recovered_documentation,17,0.25
70437721-c976-4444-9995-9975dc3c6cc5,notre-dame-crc,recovered_pilot,7,0.10294117647058823
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,correct_abstention,4,0.058823529411764705
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,error_or_unresolved,14,0.20588235294117646
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,measured_correctly,26,0.38235294117647056
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,recovered_documentation,17,0.25
7416426e-aac5-4eec-8cbd-7c9cb8ee197d,notre-dame-crc,recovered_pilot,7,0.10294117647058823
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,correct_abstention,31,0.2108843537414966
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,error_or_unresolved,10,0.06802721088435375
7461b506-1010-47bb-96e0-4f70ad467eb4,anvil,measured_correctly,55,0.3741496598639456
