run_id,site,model,mode,rep,analysis_weight,evaluated_fields,correct_value,correct_abstention,incorrect_value,false_abstention,unsupported_value,field_accuracy,precision,recall,abstention_accuracy,false_abstention_rate,unsupported_fill_rate,predicted_abstention_rate,ground_truth_absent_fraction
65e5dacd-fab4-4465-9234-00735f1e75be,stampede3,gemini-3.1-pro-preview,bm25,1,1.0,159,120,29,3,5,2,0.9371069182389937,0.96,0.9375,0.9354838709677419,0.0390625,0.06451612903225806,0.2138364779874214,0.1949685534591195
946c63db-97fb-47c3-a4ac-f79ad7b6d30b,stampede3,gpt-5.6-terra,expanded,1,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666667,0.90625,0.967741935483871,0.0703125,0.03225806451612903,0.24528301886792453,0.1949685534591195
f869335d-73da-49f3-b339-08fe52b24aee,stampede3,gemini-3.6-flash,expanded,1,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.9354838709677419,0.078125,0.06451612903225806,0.24528301886792453,0.1949685534591195
c4071a40-b575-4a7b-9336-5029af58d6ef,stampede3,gemini-3.1-pro-preview,expanded,1,0.3333333333333333,159,117,29,3,8,2,0.9182389937106918,0.9590163934426229,0.9140625,0.9354838709677419,0.0625,0.06451612903225806,0.23270440251572327,0.1949685534591195
2524eaf8-4654-4038-9b8a-a360ac7d0e20,stampede3,gpt-5-mini,expanded,2,0.3333333333333333,159,113,30,3,12,1,0.89937106918239,0.9658119658119658,0.8828125,0.967741935483871,0.09375,0.03225806451612903,0.2641509433962264,0.1949685534591195
0c685445-e5df-4da2-83da-28f0e933a0a9,stampede3,gpt-5.6-terra,expanded,2,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666667,0.90625,0.967741935483871,0.0703125,0.03225806451612903,0.24528301886792453,0.1949685534591195
d5555114-7aa5-4595-8072-a1c451cdaf3a,stampede3,gemini-3.6-flash,expanded,2,0.3333333333333333,159,118,29,3,7,2,0.9245283018867925,0.959349593495935,0.921875,0.9354838709677419,0.0546875,0.06451612903225806,0.22641509433962265,0.1949685534591195
d3728ae6-ab35-4e9c-8687-71a499335436,stampede3,gemini-3.1-pro-preview,expanded,2,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.9354838709677419,0.078125,0.06451612903225806,0.24528301886792453,0.1949685534591195
02fe7fd4-d248-4817-b876-a7d57ce1db52,stampede3,gpt-5-mini,expanded,3,0.3333333333333333,159,118,29,3,7,2,0.9245283018867925,0.959349593495935,0.921875,0.9354838709677419,0.0546875,0.06451612903225806,0.22641509433962265,0.1949685534591195
164e49f6-f47f-44a0-9a85-11118bf86f91,stampede3,gpt-5.6-terra,expanded,3,0.3333333333333333,159,116,30,3,9,1,0.9182389937106918,0.9666666666666667,0.90625,0.967741935483871,0.0703125,0.03225806451612903,0.24528301886792453,0.1949685534591195
e5b22483-c181-4a94-8f39-c50466fccc83,stampede3,gemini-3.6-flash,expanded,3,0.3333333333333333,159,115,29,3,10,2,0.9056603773584906,0.9583333333333334,0.8984375,0.9354838709677419,0.078125,0.06451612903225806,0.24528301886792453,0.1949685534591195
4e54ad17-6981-42b1-8569-4f6fbb674541,stampede3,gemini-3.1-pro-preview,expanded,3,0.3333333333333333,159,116,29,3,9,2,0.9119496855345912,0.9586776859504132,0.90625,0.9354838709677419,0.0703125,0.06451612903225806,0.2389937106918239,0.1949685534591195
581c98d5-47d8-4b8c-96d5-54f44deef27c,stampede3,gpt-5.6-terra,full-corpus,1,1.0,159,112,29,3,13,2,0.8867924528301887,0.9572649572649573,0.875,0.9354838709677419,0.1015625,0.06451612903225806,0.2641509433962264,0.1949685534591195
a7edf7fb-a8b5-46ad-ba6f-f5b9d58ac3cb,stampede3,gemini-3.6-flash,full-corpus,1,1.0,159,112,29,3,13,2,0.8867924528301887,0.9572649572649573,0.875,0.9354838709677419,0.1015625,0.06451612903225806,0.2641509433962264,0.1949685534591195
520254b7-80dc-44fb-96b2-c16194a15b5d,stampede3,gemini-3.1-pro-preview,full-corpus,1,1.0,159,113,29,3,12,2,0.8930817610062893,0.9576271186440678,0.8828125,0.9354838709677419,0.09375,0.06451612903225806,0.2578616352201258,0.1949685534591195
56af287d-6558-45d5-95e6-62316d69d0fd,stampede3,gpt-5-mini,expanded,1,0.3333333333333333,159,118,27,3,7,4,0.9119496855345912,0.944,0.921875,0.8709677419354839,0.0546875,0.12903225806451613,0.2138364779874214,0.1949685534591195
47962535-0c03-4997-93aa-8804b1972dae,stampede3,gpt-5-mini,full-corpus,1,1.0,159,113,27,5,10,4,0.8805031446540881,0.9262295081967213,0.8828125,0.8709677419354839,0.078125,0.12903225806451613,0.23270440251572327,0.1949685534591195
0dfb81d9-bd9f-40c6-9812-380d00e26b41,notre-dame-crc,gpt-5-mini,bm25,1,1.0,68,49,3,1,14,1,0.7647058823529411,0.9607843137254902,0.765625,0.75,0.21875,0.25,0.25,0.058823529411764705
491a4a3e-dd04-44a2-a01d-cb69a9f0ca70,notre-dame-crc,gpt-5.6-terra,bm25,1,1.0,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
d937aaf5-a66f-48dc-bdf8-6836f4faa389,notre-dame-crc,gemini-3.6-flash,bm25,1,1.0,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
8750ca6a-e8c8-408d-901c-c564a532ea4c,notre-dame-crc,gemini-3.1-pro-preview,bm25,1,1.0,68,50,4,0,14,0,0.7941176470588235,1.0,0.78125,1.0,0.21875,0.0,0.2647058823529412,0.058823529411764705
5da56bd5-c76b-43ca-8fb2-1ec02e3fc50f,notre-dame-crc,gpt-5-mini,expanded,1,0.3333333333333333,68,39,4,1,24,0,0.6323529411764706,0.975,0.609375,1.0,0.375,0.0,0.4117647058823529,0.058823529411764705
c43946b0-b531-4da8-81b3-15a9a609ab26,notre-dame-crc,gpt-5.6-terra,expanded,1,0.3333333333333333,68,48,4,1,15,0,0.7647058823529411,0.9795918367346939,0.75,1.0,0.234375,0.0,0.27941176470588236,0.058823529411764705
c6a22c56-3011-4576-aa00-fa3d09f31bae,notre-dame-crc,gemini-3.6-flash,expanded,1,0.3333333333333333,68,51,4,0,13,0,0.8088235294117647,1.0,0.796875,1.0,0.203125,0.0,0.25,0.058823529411764705
